Year,Country,Units,Product,Indicator,Value
2005 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,113.5 
2005 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,92.8 
2005 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,: 
2005 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,55.8 
2005 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1005.0 
2005 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,91.5 
2005 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,3.6 
2005 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,33.0 
2005 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,299.5 
2005 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,41.7 
2005 ,France,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,242.7 
2005 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,: 
2005 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,3.4 
2005 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,7.1 
2005 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,34.3 
2005 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.0 
2005 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,323.9 
2005 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1.8 
2005 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,5.7 
2005 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,8.1 
2005 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,121.7 
2005 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,25.2 
2005 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,53.6 
2005 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,10.1 
2005 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,29.8 
2005 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,6.8 
2005 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,4.9 
2005 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,7.0 
2005 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,1468.1 
2005 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogas,Primary production,0.0 
2005 ,Albania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Austria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,73.5 
2005 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Belgium,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,187.3 
2005 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,: 
2005 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,56.0 
2005 ,Germany,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1844.8 
2005 ,Denmark,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,496.5 
2005 ,Estonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Greece,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Spain,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,189.3 
2005 ,Finland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,113.0 
2005 ,France,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,1057.9 
2005 ,Georgia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,: 
2005 ,Croatia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Hungary,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,33.0 
2005 ,Ireland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Iceland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.8 
2005 ,Italy,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,555.5 
2005 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,11.6 
2005 ,Latvia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Moldova,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Malta,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,636.7 
2005 ,Norway,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,101.3 
2005 ,Poland,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.7 
2005 ,Portugal,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,103.5 
2005 ,Romania,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Serbia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Sweden,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,294.5 
2005 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,17.4 
2005 ,Turkey,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,324.4 
2005 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Municipal waste (renewable),Primary production,0.0 
2005 ,Albania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Austria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,: 
2005 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Germany,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,68.1 
2005 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Greece,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Spain,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,113.1 
2005 ,Finland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,France,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,103.4 
2005 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,: 
2005 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,2.4 
2005 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Italy,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,4.7 
2005 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Malta,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,3.8 
2005 ,Norway,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Poland,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,57.4 
2005 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Romania,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,28.9 
2005 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biogasoline,Primary production,0.0 
2005 ,Albania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Austria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,23.7 
2005 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Belgium,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,: 
2005 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,112.1 
2005 ,Germany,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1322.8 
2005 ,Denmark,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,62.9 
2005 ,Estonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Greece,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Spain,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,145.3 
2005 ,Finland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,France,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,541.6 
2005 ,Georgia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,: 
2005 ,Croatia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Hungary,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Ireland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1.2 
2005 ,Iceland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Italy,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,176.7 
2005 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,6.2 
2005 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Latvia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,1.9 
2005 ,Moldova,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Montenegro,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Macedonia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Malta,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Netherlands,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Norway,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Poland,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,59.0 
2005 ,Portugal,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.1 
2005 ,Romania,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Serbia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Sweden,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,7.1 
2005 ,Slovenia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Slovakia,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,33.4 
2005 ,Turkey,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Ukraine,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,United Kingdom,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,7.9 
2005 ,Kosovo,Thousand tonnes of oil equivalent (TOE),Biodiesels,Primary production,0.0 
2005 ,Albania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Austria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,25.0 
2005 ,Bosnia and Herzegovina,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Belgium,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,16.6 
2005 ,Bulgaria,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Cyprus,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,: 
2005 ,Czech Republic,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Germany,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,187.6 
2005 ,Denmark,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,18.0 
2005 ,Estonia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Greece,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Spain,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Finland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,France,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Georgia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,: 
2005 ,Croatia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Hungary,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Ireland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Iceland,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Italy,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Lithuania,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Luxembourg,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
2005 ,Latvia,Thousand tonnes of oil equivalent (TOE),Other liquid biofuels,Primary production,0.0 
